"","1st_network","Region","cluster","Hub_consensus","freq"
"413","DMN","Insula_L_1","23","Peripheral",0.22222
"414","DMN","Insula_L_1","23","Provincial",0.11111
"415","DMN","Insula_L_1","23","Satellite",0.22222
"416","DMN","Insula_L_1","56","Connector",0.111108888888889
"417","DMN","Insula_L_1","56","Isolate",1e-05
"418","DMN","Insula_L_1","56","Peripheral",0.444435555555556
"419","DMN","Insula_L_1","56","Provincial",1e-05
"420","DMN","Insula_L_1","56","Satellite",0.444435555555556
"421","FPN","Insula_L_2","23","Connector",0.388885
"422","FPN","Insula_L_2","23","Isolate",1e-05
"423","FPN","Insula_L_2","23","Peripheral",0.22222
"424","FPN","Insula_L_2","23","Provincial",0.22222
"425","FPN","Insula_L_2","23","Satellite",0.166665
"426","FPN","Insula_L_2","56","Connector",0.363629090909091
"427","FPN","Insula_L_2","56","Isolate",1e-05
"428","FPN","Insula_L_2","56","Peripheral",0.0909072727272727
"429","FPN","Insula_L_2","56","Provincial",1e-05
"430","FPN","Insula_L_2","56","Satellite",0.545443636363636
"431","DMN","Insula_R_2","23","Connector",0.153844615384615
"432","DMN","Insula_R_2","23","Isolate",1e-05
"433","DMN","Insula_R_2","23","Peripheral",0.153844615384615
"434","DMN","Insula_R_2","23","Provincial",0.384611538461539
"435","DMN","Insula_R_2","23","Satellite",0.307689230769231
"436","DMN","Insula_R_2","56","Connector",0.166665
"437","DMN","Insula_R_2","56","Isolate",1e-05
"438","DMN","Insula_R_2","56","Peripheral",0.33333
"439","DMN","Insula_R_2","56","Provincial",0.0833325
"440","DMN","Insula_R_2","56","Satellite",0.4166625
"441","CON","Insula_R_6","23","Connector",0.199996
"442","CON","Insula_R_6","23","Isolate",1e-05
"443","CON","Insula_R_6","23","Peripheral",0.599988
"444","CON","Insula_R_6","23","Provincial",1e-05
"445","CON","Insula_R_6","23","Satellite",0.199996
"446","CON","Insula_R_6","56","Connector",0.111108888888889
"447","CON","Insula_R_6","56","Isolate",1e-05
"448","CON","Insula_R_6","56","Peripheral",0.555544444444445
"449","CON","Insula_R_6","56","Provincial",1e-05
"450","CON","Insula_R_6","56","Satellite",0.333326666666667
"451","DMN","Paracentral_Lobule_L_1","23","Connector",1e-05
"452","DMN","Paracentral_Lobule_L_1","23","Isolate",1e-05
"453","DMN","Paracentral_Lobule_L_1","23","Peripheral",0.428558571428571
"454","DMN","Paracentral_Lobule_L_1","23","Provincial",1e-05
"455","DMN","Paracentral_Lobule_L_1","23","Satellite",0.571411428571429
"456","DMN","Paracentral_Lobule_L_1","56","Connector",1e-05
"457","DMN","Paracentral_Lobule_L_1","56","Isolate",1e-05
"458","DMN","Paracentral_Lobule_L_1","56","Peripheral",0.666646666666667
"459","DMN","Paracentral_Lobule_L_1","56","Provincial",1e-05
"460","DMN","Paracentral_Lobule_L_1","56","Satellite",0.333323333333333
"461","DMN","Paracentral_Lobule_L_2","23","Connector",0.062499375
"462","DMN","Paracentral_Lobule_L_2","23","Isolate",1e-05
"463","DMN","Paracentral_Lobule_L_2","23","Peripheral",0.12499875
"464","DMN","Paracentral_Lobule_L_2","23","Provincial",0.062499375
"465","DMN","Paracentral_Lobule_L_2","23","Satellite",0.7499925
"466","DMN","Paracentral_Lobule_L_2","56","Connector",0.49999
"467","DMN","Paracentral_Lobule_L_2","56","Isolate",1e-05
"468","DMN","Paracentral_Lobule_L_2","56","Peripheral",0.099998
"469","DMN","Paracentral_Lobule_L_2","56","Provincial",1e-05
"470","DMN","Paracentral_Lobule_L_2","56","Satellite",0.399992
"471","DMN","Paracentral_Lobule_L_3","23","Connector",0.153841538461538
"472","DMN","Paracentral_Lobule_L_3","23","Isolate",1e-05
"473","DMN","Paracentral_Lobule_L_3","23","Peripheral",1e-05
"474","DMN","Paracentral_Lobule_L_3","23","Provincial",1e-05
"475","DMN","Paracentral_Lobule_L_3","23","Satellite",0.846128461538462
"476","DMN","Paracentral_Lobule_L_3","56","Connector",0.499985
"477","DMN","Paracentral_Lobule_L_3","56","Isolate",1e-05
"478","DMN","Paracentral_Lobule_L_3","56","Peripheral",1e-05
"479","DMN","Paracentral_Lobule_L_3","56","Provincial",1e-05
"480","DMN","Paracentral_Lobule_L_3","56","Satellite",0.499985
"481","SMN","ParaHippocampal_L_1","23","Connector",0.764690588235294
"482","SMN","ParaHippocampal_L_1","23","Isolate",1e-05
"483","SMN","ParaHippocampal_L_1","23","Peripheral",1e-05
"484","SMN","ParaHippocampal_L_1","23","Provincial",0.0588223529411765
"485","SMN","ParaHippocampal_L_1","23","Satellite",0.176467058823529
"486","SMN","ParaHippocampal_L_1","56","Connector",0.818157272727273
"487","SMN","ParaHippocampal_L_1","56","Isolate",1e-05
"488","SMN","ParaHippocampal_L_1","56","Peripheral",1e-05
"489","SMN","ParaHippocampal_L_1","56","Provincial",0.181812727272727
"490","SMN","ParaHippocampal_L_1","56","Satellite",1e-05
"491","SMN","ParaHippocampal_L_2","23","Connector",1e-05
"492","SMN","ParaHippocampal_L_2","23","Isolate",1e-05
"493","SMN","ParaHippocampal_L_2","23","Peripheral",0.571417142857143
"494","SMN","ParaHippocampal_L_2","23","Provincial",0.0714271428571429
"495","SMN","ParaHippocampal_L_2","23","Satellite",0.357135714285714
"496","SMN","ParaHippocampal_L_2","56","Connector",1e-05
"497","SMN","ParaHippocampal_L_2","56","Isolate",1e-05
"498","SMN","ParaHippocampal_L_2","56","Peripheral",0.62498125
"499","SMN","ParaHippocampal_L_2","56","Provincial",1e-05
"500","SMN","ParaHippocampal_L_2","56","Satellite",0.37498875
"501","SMN","Parietal_Inf_L_1","23","Connector",0.111108888888889
"502","SMN","Parietal_Inf_L_1","23","Isolate",1e-05
"503","SMN","Parietal_Inf_L_1","23","Peripheral",0.277772222222222
"504","SMN","Parietal_Inf_L_1","23","Provincial",1e-05
"505","SMN","Parietal_Inf_L_1","23","Satellite",0.611098888888889
"506","SMN","Parietal_Inf_L_1","56","Connector",0.0909081818181818
"507","SMN","Parietal_Inf_L_1","56","Isolate",0.0909081818181818
"508","SMN","Parietal_Inf_L_1","56","Peripheral",0.363632727272727
"509","SMN","Parietal_Inf_L_1","56","Provincial",1e-05
"510","SMN","Parietal_Inf_L_1","56","Satellite",0.454540909090909
"511","FPN","Parietal_Inf_L_2","23","Connector",0.238092857142857
"512","FPN","Parietal_Inf_L_2","23","Isolate",1e-05
"513","FPN","Parietal_Inf_L_2","23","Peripheral",0.0476185714285714
"514","FPN","Parietal_Inf_L_2","23","Provincial",0.619041428571429
"515","FPN","Parietal_Inf_L_2","23","Satellite",0.0952371428571429
"516","FPN","Parietal_Inf_L_2","56","Connector",0.833308333333333
"517","FPN","Parietal_Inf_L_2","56","Isolate",1e-05
"518","FPN","Parietal_Inf_L_2","56","Peripheral",1e-05
"519","FPN","Parietal_Inf_L_2","56","Provincial",0.166661666666667
"520","FPN","Parietal_Inf_L_2","56","Satellite",1e-05
"521","Visual_2","Parietal_Inf_L_3","23","Connector",0.99996
"522","Visual_2","Parietal_Inf_L_3","23","Isolate",1e-05
"523","Visual_2","Parietal_Inf_L_3","23","Peripheral",1e-05
"524","Visual_2","Parietal_Inf_L_3","23","Provincial",1e-05
"525","Visual_2","Parietal_Inf_L_3","23","Satellite",1e-05
"526","Visual_2","Parietal_Inf_L_3","56","Connector",0.714271428571429
"527","Visual_2","Parietal_Inf_L_3","56","Isolate",0.142854285714286
"528","Visual_2","Parietal_Inf_L_3","56","Peripheral",1e-05
"529","Visual_2","Parietal_Inf_L_3","56","Provincial",1e-05
"530","Visual_2","Parietal_Inf_L_3","56","Satellite",0.142854285714286
"531","FPN","Parietal_Inf_L_4","23","Connector",0.0588223529411765
"532","FPN","Parietal_Inf_L_4","23","Isolate",1e-05
"533","FPN","Parietal_Inf_L_4","23","Peripheral",0.117644705882353
"534","FPN","Parietal_Inf_L_4","23","Provincial",1e-05
"535","FPN","Parietal_Inf_L_4","23","Satellite",0.823512941176471
"536","FPN","Parietal_Inf_L_4","56","Connector",0.142854285714286
"537","FPN","Parietal_Inf_L_4","56","Isolate",1e-05
"538","FPN","Parietal_Inf_L_4","56","Peripheral",0.285708571428571
"539","FPN","Parietal_Inf_L_4","56","Provincial",1e-05
"540","FPN","Parietal_Inf_L_4","56","Satellite",0.571417142857143
"541","DAN","Parietal_Inf_L_5","23","Connector",0.6499935
"542","DAN","Parietal_Inf_L_5","23","Isolate",1e-05
"543","DAN","Parietal_Inf_L_5","23","Peripheral",0.0499995
"544","DAN","Parietal_Inf_L_5","23","Provincial",0.1499985
"545","DAN","Parietal_Inf_L_5","23","Satellite",0.1499985
"546","DAN","Parietal_Inf_L_5","56","Connector",0.846136923076923
"547","DAN","Parietal_Inf_L_5","56","Isolate",1e-05
"548","DAN","Parietal_Inf_L_5","56","Peripheral",0.0769215384615385
"549","DAN","Parietal_Inf_L_5","56","Provincial",0.0769215384615385
"550","DAN","Parietal_Inf_L_5","56","Satellite",1e-05
"551","FPN","Parietal_Inf_R_1","23","Connector",0.099998
"552","FPN","Parietal_Inf_R_1","23","Isolate",1e-05
"553","FPN","Parietal_Inf_R_1","23","Peripheral",0.099998
"554","FPN","Parietal_Inf_R_1","23","Provincial",1e-05
"555","FPN","Parietal_Inf_R_1","23","Satellite",0.799984
"556","FPN","Parietal_Inf_R_1","56","Connector",0.62498125
"557","FPN","Parietal_Inf_R_1","56","Isolate",1e-05
"558","FPN","Parietal_Inf_R_1","56","Peripheral",1e-05
"559","FPN","Parietal_Inf_R_1","56","Provincial",1e-05
"560","FPN","Parietal_Inf_R_1","56","Satellite",0.37498875
"561","SMN","Postcentral_L_3","23","Connector",0.437495625
"562","SMN","Postcentral_L_3","23","Isolate",1e-05
"563","SMN","Postcentral_L_3","23","Peripheral",0.187498125
"564","SMN","Postcentral_L_3","23","Provincial",0.2499975
"565","SMN","Postcentral_L_3","23","Satellite",0.12499875
"566","SMN","Postcentral_L_3","56","Connector",0.928543571428571
"567","SMN","Postcentral_L_3","56","Isolate",1e-05
"568","SMN","Postcentral_L_3","56","Peripheral",1e-05
"569","SMN","Postcentral_L_3","56","Provincial",1e-05
"570","SMN","Postcentral_L_3","56","Satellite",0.0714264285714286
"571","SMN","Postcentral_L_4","23","Connector",0.312496875
"572","SMN","Postcentral_L_4","23","Isolate",1e-05
"573","SMN","Postcentral_L_4","23","Peripheral",0.187498125
"574","SMN","Postcentral_L_4","23","Provincial",0.437495625
"575","SMN","Postcentral_L_4","23","Satellite",0.062499375
"576","SMN","Postcentral_L_4","56","Connector",0.923049230769231
"577","SMN","Postcentral_L_4","56","Isolate",1e-05
"578","SMN","Postcentral_L_4","56","Peripheral",1e-05
"579","SMN","Postcentral_L_4","56","Provincial",1e-05
"580","SMN","Postcentral_L_4","56","Satellite",0.0769207692307692
"581","SMN","Postcentral_L_5","23","Connector",0.2499975
"582","SMN","Postcentral_L_5","23","Isolate",1e-05
"583","SMN","Postcentral_L_5","23","Peripheral",0.12499875
"584","SMN","Postcentral_L_5","23","Provincial",0.37499625
"585","SMN","Postcentral_L_5","23","Satellite",0.2499975
"586","SMN","Postcentral_L_5","56","Connector",0.733318666666667
"587","SMN","Postcentral_L_5","56","Isolate",1e-05
"588","SMN","Postcentral_L_5","56","Peripheral",0.0666653333333333
"589","SMN","Postcentral_L_5","56","Provincial",1e-05
"590","SMN","Postcentral_L_5","56","Satellite",0.199996
"591","SMN","Postcentral_L_6","23","Connector",0.33333
"592","SMN","Postcentral_L_6","23","Isolate",1e-05
"593","SMN","Postcentral_L_6","23","Peripheral",0.33333
"594","SMN","Postcentral_L_6","23","Provincial",0.166665
"595","SMN","Postcentral_L_6","23","Satellite",0.166665
"596","SMN","Postcentral_L_6","56","Connector",0.699986
"597","SMN","Postcentral_L_6","56","Isolate",1e-05
"598","SMN","Postcentral_L_6","56","Peripheral",0.199996
"599","SMN","Postcentral_L_6","56","Provincial",0.099998
"600","SMN","Postcentral_L_6","56","Satellite",1e-05
"601","SMN","Postcentral_R_5","23","Connector",1e-05
"602","SMN","Postcentral_R_5","23","Isolate",1e-05
"603","SMN","Postcentral_R_5","23","Peripheral",0.727250909090909
"604","SMN","Postcentral_R_5","23","Provincial",0.272719090909091
"605","SMN","Postcentral_R_5","23","Satellite",1e-05
"606","SMN","Postcentral_R_5","56","Connector",1e-05
"607","SMN","Postcentral_R_5","56","Isolate",1e-05
"608","SMN","Postcentral_R_5","56","Peripheral",0.428562857142857
"609","SMN","Postcentral_R_5","56","Provincial",0.142854285714286
"610","SMN","Postcentral_R_5","56","Satellite",0.428562857142857
"611","SMN","Postcentral_R_6","23","Connector",0.533322666666667
"612","SMN","Postcentral_R_6","23","Isolate",1e-05
"613","SMN","Postcentral_R_6","23","Peripheral",1e-05
"614","SMN","Postcentral_R_6","23","Provincial",0.266661333333333
"615","SMN","Postcentral_R_6","23","Satellite",0.199996
"616","SMN","Postcentral_R_6","56","Connector",0.833308333333333
"617","SMN","Postcentral_R_6","56","Isolate",1e-05
"618","SMN","Postcentral_R_6","56","Peripheral",1e-05
"619","SMN","Postcentral_R_6","56","Provincial",0.166661666666667
"620","SMN","Postcentral_R_6","56","Satellite",1e-05
"621","SMN","Precentral_L_1","23","Connector",0.2499975
"622","SMN","Precentral_L_1","23","Isolate",1e-05
"623","SMN","Precentral_L_1","23","Peripheral",0.12499875
"624","SMN","Precentral_L_1","23","Provincial",0.2499975
"625","SMN","Precentral_L_1","23","Satellite",0.37499625
"626","SMN","Precentral_L_1","56","Connector",0.285708571428571
"627","SMN","Precentral_L_1","56","Isolate",1e-05
"628","SMN","Precentral_L_1","56","Peripheral",0.428562857142857
"629","SMN","Precentral_L_1","56","Provincial",1e-05
"630","SMN","Precentral_L_1","56","Satellite",0.285708571428571
"631","SMN","Precentral_L_2","23","Connector",0.611098888888889
"632","SMN","Precentral_L_2","23","Isolate",1e-05
"633","SMN","Precentral_L_2","23","Peripheral",1e-05
"634","SMN","Precentral_L_2","23","Provincial",0.0555544444444444
"635","SMN","Precentral_L_2","23","Satellite",0.333326666666667
"636","SMN","Precentral_L_2","56","Connector",0.615378461538462
"637","SMN","Precentral_L_2","56","Isolate",1e-05
"638","SMN","Precentral_L_2","56","Peripheral",0.153844615384615
"639","SMN","Precentral_L_2","56","Provincial",0.0769223076923077
"640","SMN","Precentral_L_2","56","Satellite",0.153844615384615
"641","SMN","Precentral_L_3","23","Connector",0.49999
"642","SMN","Precentral_L_3","23","Isolate",1e-05
"643","SMN","Precentral_L_3","23","Peripheral",0.0714271428571429
"644","SMN","Precentral_L_3","23","Provincial",1e-05
"645","SMN","Precentral_L_3","23","Satellite",0.428562857142857
"646","SMN","Precentral_L_3","56","Connector",0.62498125
"647","SMN","Precentral_L_3","56","Isolate",1e-05
"648","SMN","Precentral_L_3","56","Peripheral",1e-05
"649","SMN","Precentral_L_3","56","Provincial",1e-05
"650","SMN","Precentral_L_3","56","Satellite",0.37498875
"651","Language","Precentral_L_4","23","Connector",0.81248375
"652","Language","Precentral_L_4","23","Isolate",1e-05
"653","Language","Precentral_L_4","23","Peripheral",1e-05
"654","Language","Precentral_L_4","23","Provincial",0.1249975
"655","Language","Precentral_L_4","23","Satellite",0.06249875
"656","Language","Precentral_L_4","56","Connector",0.937471875
"657","Language","Precentral_L_4","56","Isolate",1e-05
"658","Language","Precentral_L_4","56","Peripheral",1e-05
"659","Language","Precentral_L_4","56","Provincial",1e-05
"660","Language","Precentral_L_4","56","Satellite",0.062498125
"661","FPN","Precentral_L_5","23","Connector",0.22222
"662","FPN","Precentral_L_5","23","Isolate",1e-05
"663","FPN","Precentral_L_5","23","Peripheral",0.33333
"664","FPN","Precentral_L_5","23","Provincial",0.11111
"665","FPN","Precentral_L_5","23","Satellite",0.33333
"666","FPN","Precentral_L_5","56","Connector",0.583321666666667
"667","FPN","Precentral_L_5","56","Isolate",0.166663333333333
"668","FPN","Precentral_L_5","56","Peripheral",1e-05
"669","FPN","Precentral_L_5","56","Provincial",1e-05
"670","FPN","Precentral_L_5","56","Satellite",0.249995
"671","FPN","Precentral_L_6","23","Connector",0.25
"672","FPN","Precentral_L_6","23","Isolate",0.0833333333333333
"673","FPN","Precentral_L_6","23","Peripheral",0.25
"674","FPN","Precentral_L_6","23","Provincial",0.166666666666667
"675","FPN","Precentral_L_6","23","Satellite",0.25
"676","FPN","Precentral_L_6","56","Connector",0.785706428571429
"677","FPN","Precentral_L_6","56","Isolate",1e-05
"678","FPN","Precentral_L_6","56","Peripheral",0.0714278571428571
"679","FPN","Precentral_L_6","56","Provincial",0.0714278571428571
"680","FPN","Precentral_L_6","56","Satellite",0.0714278571428571
"681","SMN","Precentral_R_1","23","Connector",0.461529230769231
"682","SMN","Precentral_R_1","23","Isolate",1e-05
"683","SMN","Precentral_R_1","23","Peripheral",0.153843076923077
"684","SMN","Precentral_R_1","23","Provincial",1e-05
"685","SMN","Precentral_R_1","23","Satellite",0.384607692307692
"686","SMN","Precentral_R_1","56","Connector",0.62498125
"687","SMN","Precentral_R_1","56","Isolate",1e-05
"688","SMN","Precentral_R_1","56","Peripheral",1e-05
"689","SMN","Precentral_R_1","56","Provincial",1e-05
"690","SMN","Precentral_R_1","56","Satellite",0.37498875
"691","SMN","Precentral_R_2","23","Connector",0.166663333333333
"692","SMN","Precentral_R_2","23","Isolate",1e-05
"693","SMN","Precentral_R_2","23","Peripheral",0.222217777777778
"694","SMN","Precentral_R_2","23","Provincial",1e-05
"695","SMN","Precentral_R_2","23","Satellite",0.611098888888889
"696","SMN","Precentral_R_2","56","Connector",0.230764615384615
"697","SMN","Precentral_R_2","56","Isolate",1e-05
"698","SMN","Precentral_R_2","56","Peripheral",0.0769215384615385
"699","SMN","Precentral_R_2","56","Provincial",1e-05
"700","SMN","Precentral_R_2","56","Satellite",0.692293846153846
"701","SMN","Precentral_R_3","23","Connector",0.153843076923077
"702","SMN","Precentral_R_3","23","Isolate",1e-05
"703","SMN","Precentral_R_3","23","Peripheral",0.230764615384615
"704","SMN","Precentral_R_3","23","Provincial",1e-05
"705","SMN","Precentral_R_3","23","Satellite",0.615372307692308
"706","SMN","Precentral_R_3","56","Connector",0.199996
"707","SMN","Precentral_R_3","56","Isolate",1e-05
"708","SMN","Precentral_R_3","56","Peripheral",0.399992
"709","SMN","Precentral_R_3","56","Provincial",1e-05
"710","SMN","Precentral_R_3","56","Satellite",0.399992
"711","CON","Precentral_R_5","23","Connector",1e-05
"712","CON","Precentral_R_5","23","Isolate",1e-05
"713","CON","Precentral_R_5","23","Peripheral",0.399988
"714","CON","Precentral_R_5","23","Provincial",1e-05
"715","CON","Precentral_R_5","23","Satellite",0.599982
"716","CON","Precentral_R_5","56","Connector",1e-05
"717","CON","Precentral_R_5","56","Isolate",1e-05
"718","CON","Precentral_R_5","56","Peripheral",0.666646666666667
"719","CON","Precentral_R_5","56","Provincial",1e-05
"720","CON","Precentral_R_5","56","Satellite",0.333323333333333
"721","CON","Precuneus_L_1","23","Connector",1e-05
"722","CON","Precuneus_L_1","23","Isolate",1e-05
"723","CON","Precuneus_L_1","23","Peripheral",0.888862222222222
"724","CON","Precuneus_L_1","23","Provincial",0.111107777777778
"725","CON","Precuneus_L_1","23","Satellite",1e-05
"726","CON","Precuneus_L_1","56","Connector",1e-05
"727","CON","Precuneus_L_1","56","Isolate",1e-05
"728","CON","Precuneus_L_1","56","Peripheral",0.99996
"729","CON","Precuneus_L_1","56","Provincial",1e-05
"730","CON","Precuneus_L_1","56","Satellite",1e-05
"731","Visual_1","Precuneus_L_2","23","Connector",0.142855714285714
"732","Visual_1","Precuneus_L_2","23","Isolate",1e-05
"733","Visual_1","Precuneus_L_2","23","Peripheral",0.142855714285714
"734","Visual_1","Precuneus_L_2","23","Provincial",0.571422857142857
"735","Visual_1","Precuneus_L_2","23","Satellite",0.142855714285714
"736","Visual_1","Precuneus_L_2","56","Connector",0.12499875
"737","Visual_1","Precuneus_L_2","56","Isolate",1e-05
"738","Visual_1","Precuneus_L_2","56","Peripheral",0.12499875
"739","Visual_1","Precuneus_L_2","56","Provincial",0.12499875
"740","Visual_1","Precuneus_L_2","56","Satellite",0.62499375
"741","DMN","Precuneus_L_3","23","Connector",0.142855714285714
"742","DMN","Precuneus_L_3","23","Isolate",1e-05
"743","DMN","Precuneus_L_3","23","Peripheral",0.285711428571429
"744","DMN","Precuneus_L_3","23","Provincial",0.499995
"745","DMN","Precuneus_L_3","23","Satellite",0.0714278571428571
"746","DMN","Precuneus_L_3","56","Connector",0.142854285714286
"747","DMN","Precuneus_L_3","56","Isolate",1e-05
"748","DMN","Precuneus_L_3","56","Peripheral",0.285708571428571
"749","DMN","Precuneus_L_3","56","Provincial",1e-05
"750","DMN","Precuneus_L_3","56","Satellite",0.571417142857143
"751","DMN","Precuneus_L_4","23","Connector",0.153844615384615
"752","DMN","Precuneus_L_4","23","Isolate",1e-05
"753","DMN","Precuneus_L_4","23","Peripheral",0.230766923076923
"754","DMN","Precuneus_L_4","23","Provincial",0.0769223076923077
"755","DMN","Precuneus_L_4","23","Satellite",0.538456153846154
"756","DMN","Precuneus_L_4","56","Connector",0.142852857142857
"757","DMN","Precuneus_L_4","56","Isolate",1e-05
"758","DMN","Precuneus_L_4","56","Peripheral",1e-05
"759","DMN","Precuneus_L_4","56","Provincial",1e-05
"760","DMN","Precuneus_L_4","56","Satellite",0.857117142857143
"761","FPN","Precuneus_L_5","23","Connector",0.214279285714286
"762","FPN","Precuneus_L_5","23","Isolate",1e-05
"763","FPN","Precuneus_L_5","23","Peripheral",1e-05
"764","FPN","Precuneus_L_5","23","Provincial",1e-05
"765","FPN","Precuneus_L_5","23","Satellite",0.785690714285714
"766","FPN","Precuneus_L_5","56","Connector",0.333326666666667
"767","FPN","Precuneus_L_5","56","Isolate",1e-05
"768","FPN","Precuneus_L_5","56","Peripheral",0.0833316666666667
"769","FPN","Precuneus_L_5","56","Provincial",1e-05
"770","FPN","Precuneus_L_5","56","Satellite",0.583321666666667
"771","FPN","Precuneus_L_6","23","Connector",0.230764615384615
"772","FPN","Precuneus_L_6","23","Isolate",1e-05
"773","FPN","Precuneus_L_6","23","Peripheral",0.307686153846154
"774","FPN","Precuneus_L_6","23","Provincial",1e-05
"775","FPN","Precuneus_L_6","23","Satellite",0.461529230769231
"776","FPN","Precuneus_L_6","56","Connector",0.153844615384615
"777","FPN","Precuneus_L_6","56","Isolate",1e-05
"778","FPN","Precuneus_L_6","56","Peripheral",0.153844615384615
"779","FPN","Precuneus_L_6","56","Provincial",0.0769223076923077
"780","FPN","Precuneus_L_6","56","Satellite",0.615378461538462
"781","SMN","Precuneus_L_7","23","Connector",0.461524615384615
"782","SMN","Precuneus_L_7","23","Isolate",1e-05
"783","SMN","Precuneus_L_7","23","Peripheral",1e-05
"784","SMN","Precuneus_L_7","23","Provincial",1e-05
"785","SMN","Precuneus_L_7","23","Satellite",0.538445384615385
"786","SMN","Precuneus_L_7","56","Connector",0.333326666666667
"787","SMN","Precuneus_L_7","56","Isolate",1e-05
"788","SMN","Precuneus_L_7","56","Peripheral",0.166663333333333
"789","SMN","Precuneus_L_7","56","Provincial",1e-05
"790","SMN","Precuneus_L_7","56","Satellite",0.49999
"791","CON","Putamen_L_1","23","Connector",0.49999
"792","CON","Putamen_L_1","23","Isolate",1e-05
"793","CON","Putamen_L_1","23","Peripheral",1e-05
"794","CON","Putamen_L_1","23","Provincial",0.166663333333333
"795","CON","Putamen_L_1","23","Satellite",0.333326666666667
"796","CON","Putamen_L_1","56","Connector",0.49999
"797","CON","Putamen_L_1","56","Isolate",1e-05
"798","CON","Putamen_L_1","56","Peripheral",0.333326666666667
"799","CON","Putamen_L_1","56","Provincial",1e-05
"800","CON","Putamen_L_1","56","Satellite",0.166663333333333
"801","CON","Putamen_L_2","23","Connector",0.49999
"802","CON","Putamen_L_2","23","Isolate",1e-05
"803","CON","Putamen_L_2","23","Peripheral",1e-05
"804","CON","Putamen_L_2","23","Provincial",0.214281428571429
"805","CON","Putamen_L_2","23","Satellite",0.285708571428571
"806","CON","Putamen_L_2","56","Connector",0.333326666666667
"807","CON","Putamen_L_2","56","Isolate",1e-05
"808","CON","Putamen_L_2","56","Peripheral",0.166663333333333
"809","CON","Putamen_L_2","56","Provincial",1e-05
"810","CON","Putamen_L_2","56","Satellite",0.49999
"811","CON","Putamen_R_1","23","Connector",0.428567142857143
"812","CON","Putamen_R_1","23","Isolate",0.0714278571428571
"813","CON","Putamen_R_1","23","Peripheral",0.214283571428571
"814","CON","Putamen_R_1","23","Provincial",1e-05
"815","CON","Putamen_R_1","23","Satellite",0.285711428571429
"816","CON","Putamen_R_1","56","Connector",0.49999
"817","CON","Putamen_R_1","56","Isolate",1e-05
"818","CON","Putamen_R_1","56","Peripheral",0.249995
"819","CON","Putamen_R_1","56","Provincial",1e-05
"820","CON","Putamen_R_1","56","Satellite",0.249995
"821","CON","Putamen_R_2","23","Connector",0.538456153846154
"822","CON","Putamen_R_2","23","Isolate",1e-05
"823","CON","Putamen_R_2","23","Peripheral",0.307689230769231
"824","CON","Putamen_R_2","23","Provincial",0.0769223076923077
"825","CON","Putamen_R_2","23","Satellite",0.0769223076923077
"826","CON","Putamen_R_2","56","Connector",0.3749925
"827","CON","Putamen_R_2","56","Isolate",1e-05
"828","CON","Putamen_R_2","56","Peripheral",1e-05
"829","CON","Putamen_R_2","56","Provincial",0.249995
"830","CON","Putamen_R_2","56","Satellite",0.3749925
"831","CON","Rolandic_Oper_L_1","23","Connector",0.421048421052632
"832","CON","Rolandic_Oper_L_1","23","Isolate",0.0526310526315789
"833","CON","Rolandic_Oper_L_1","23","Peripheral",0.157893157894737
"834","CON","Rolandic_Oper_L_1","23","Provincial",0.368417368421053
"835","CON","Rolandic_Oper_L_1","23","Satellite",1e-05
"836","CON","Rolandic_Oper_L_1","56","Connector",0.636350909090909
"837","CON","Rolandic_Oper_L_1","56","Isolate",1e-05
"838","CON","Rolandic_Oper_L_1","56","Peripheral",1e-05
"839","CON","Rolandic_Oper_L_1","56","Provincial",0.0909072727272727
"840","CON","Rolandic_Oper_L_1","56","Satellite",0.272721818181818
"841","Auditory","Rolandic_Oper_L_2","23","Connector",0.749985
"842","Auditory","Rolandic_Oper_L_2","23","Isolate",1e-05
"843","Auditory","Rolandic_Oper_L_2","23","Peripheral",0.049999
"844","Auditory","Rolandic_Oper_L_2","23","Provincial",1e-05
"845","Auditory","Rolandic_Oper_L_2","23","Satellite",0.199996
"846","Auditory","Rolandic_Oper_L_2","56","Connector",0.099998
"847","Auditory","Rolandic_Oper_L_2","56","Isolate",1e-05
"848","Auditory","Rolandic_Oper_L_2","56","Peripheral",0.099998
"849","Auditory","Rolandic_Oper_L_2","56","Provincial",1e-05
"850","Auditory","Rolandic_Oper_L_2","56","Satellite",0.799984
"851","SMN","Rolandic_Oper_L_3","23","Connector",0.294114705882353
"852","SMN","Rolandic_Oper_L_3","23","Isolate",1e-05
"853","SMN","Rolandic_Oper_L_3","23","Peripheral",0.235291764705882
"854","SMN","Rolandic_Oper_L_3","23","Provincial",0.235291764705882
"855","SMN","Rolandic_Oper_L_3","23","Satellite",0.235291764705882
"856","SMN","Rolandic_Oper_L_3","56","Connector",0.49999
"857","SMN","Rolandic_Oper_L_3","56","Isolate",1e-05
"858","SMN","Rolandic_Oper_L_3","56","Peripheral",0.249995
"859","SMN","Rolandic_Oper_L_3","56","Provincial",1e-05
"860","SMN","Rolandic_Oper_L_3","56","Satellite",0.249995
"861","CON","Rolandic_Oper_R_1","23","Connector",0.1249975
"862","CON","Rolandic_Oper_R_1","23","Isolate",1e-05
"863","CON","Rolandic_Oper_R_1","23","Peripheral",0.3749925
"864","CON","Rolandic_Oper_R_1","23","Provincial",0.49999
"865","CON","Rolandic_Oper_R_1","23","Satellite",1e-05
